,Date,State/UnionTerritory,Cured,Deaths,Confirmed,TotalSamples,Negative,Positive
679,2020-06-03,Uttar Pradesh,5030,222,8361,317780.0,306672,8870.0
3512,2020-06-03,Chhattisgarh,130,1,564,76446.0,73706,626.0
295,2020-06-03,Madhya Pradesh,5221,364,8420,183662.0,168219,8588.0
3882,2020-06-03,Odisha,1325,7,2245,162891.0,0,2388.0
1569,2020-06-03,Jammu and Kashmir,953,33,2718,189364.0,186507,2857.0
2762,2020-06-03,Rajasthan,6435,203,9373,454788.0,440850,9652.0
400,2020-06-03,Sikkim,0,0,1,4102.0,3062,2.0
1877,2020-06-03,Arunachal Pradesh,1,0,22,9551.0,7927,38.0
3451,2020-06-03,Goa,57,0,79,23816.0,0,126.0
1992,2020-06-03,West Bengal,2410,335,6168,232225.0,0,6508.0
1667,2020-06-03,Gujarat,11894,1092,17617,227898.0,0,18117.0
930,2020-06-03,Mizoram,1,0,13,1095.0,0,14.0
2243,2020-06-03,Manipur,14,0,89,12454.0,0,118.0
3792,2020-06-03,Andaman and Nicobar Islands,33,0,33,8295.0,0,33.0
236,2020-06-03,Karnataka,1403,52,3796,334825.0,325686,4063.0
3540,2020-06-03,Assam,324,4,1513,126726.0,117650,1672.0
673,2020-06-03,Tamil Nadu,13706,197,24586,528534.0,502173,25872.0
3310,2020-06-03,Tripura,173,0,468,30481.0,29859,622.0
1803,2020-06-03,Meghalaya,12,1,27,9025.0,0,28.0
1401,2020-06-03,Nagaland,0,0,49,3414.0,2002,58.0
1526,2020-06-03,Maharashtra,31333,2465,72300,498577.0,420644,72300.0
549,2020-06-03,Haryana,1069,23,2652,127895.0,120393,2954.0
1283,2020-06-04,Nagaland,0,0,58,3739.0,2151,80.0
428,2020-06-04,Himachal Pradesh,150,5,359,42703.0,42081,383.0
395,2020-06-04,Mizoram,1,0,14,1346.0,0,17.0
490,2020-06-04,Chhattisgarh,188,2,668,78971.0,75519,756.0
1712,2020-06-04,Dadar Nagar Haveli,1,0,8,0.0,0,0.0
1429,2020-06-04,Puducherry,25,0,82,7794.0,7647,109.0
3887,2020-06-04,Madhya Pradesh,5445,371,8588,189252.0,173392,8762.0
3625,2020-06-04,Chandigarh,214,5,301,5059.0,4735,302.0
2688,2020-06-04,Karnataka,1514,53,4063,347093.0,337154,4320.0
2061,2020-06-04,Jharkhand,321,5,752,77641.0,76814,827.0
372,2020-06-04,Kerala,651,11,1494,99692.0,87403,1589.0
2096,2020-06-04,Haryana,1089,23,2954,132575.0,124769,3281.0
3236,2020-06-04,Tamil Nadu,14316,208,25872,544981.0,517137,27256.0
1470,2020-06-04,Telengana,1556,99,3020,0.0,0,0.0
1756,2020-06-04,Goa,57,0,79,25300.0,0,166.0
4537,2020-06-04,Delhi,9542,606,23645,236506.0,0,25004.0
1257,2020-06-04,Tripura,173,0,468,31138.0,30492,646.0
4044,2020-06-04,Assam,413,4,1672,133029.0,122618,1988.0
2484,2020-06-04,Punjab,2029,47,2376,106933.0,0,2415.0
3986,2020-06-04,Rajasthan,6744,209,9652,467129.0,451826,9862.0
3366,2020-06-04,Andhra Pradesh,2466,68,4080,413733.0,409621,3377.0
1614,2020-06-04,Andaman and Nicobar Islands,33,0,33,8413.0,0,33.0
4579,2020-06-04,Uttar Pradesh,5176,229,8729,330663.0,318562,9237.0
2552,2020-06-04,Sikkim,0,0,2,4358.0,3894,2.0
2919,2020-06-04,Gujarat,12212,1122,18100,233921.0,0,18609.0
50,2020-06-04,Odisha,1416,7,2388,165824.0,0,2478.0
2464,2020-06-04,Ladakh,48,1,90,0.0,0,0.0
3112,2020-06-04,Jammu and Kashmir,1007,34,2857,195677.0,192535,3142.0
2462,2020-06-04,Uttarakhand,282,8,1085,35117.0,26093,1145.0
2967,2020-06-04,Meghalaya,13,1,33,9395.0,0,31.0
3280,2020-06-04,Bihar,2077,25,4390,88313.0,0,4420.0
192,2020-06-04,Arunachal Pradesh,1,0,38,10025.0,8552,43.0
2859,2020-06-04,Maharashtra,32329,2587,74860,511136.0,430100,74860.0
3603,2020-06-04,West Bengal,2580,345,6508,241831.0,0,6876.0
2119,2020-06-04,Manipur,38,0,118,0.0,0,0.0
1527,2020-06-05,Kerala,690,14,1588,104045.0,92818,1700.0
269,2020-06-05,Mizoram,1,0,17,1687.0,0,22.0
4149,2020-06-05,West Bengal,2768,355,6876,251517.0,0,7303.0
4477,2020-06-05,Chandigarh,214,5,301,5121.0,4793,309.0
3852,2020-06-05,Manipur,38,0,124,14629.0,0,132.0
1630,2020-06-05,Madhya Pradesh,5637,377,8762,195249.0,179234,8996.0
26,2020-06-05,Andaman and Nicobar Islands,33,0,33,8694.0,0,33.0
1241,2020-06-05,Uttarakhand,297,10,1153,35967.0,27184,1215.0
3639,2020-06-05,Chhattisgarh,213,2,756,81773.0,78134,863.0
2430,2020-06-05,Assam,442,4,1988,0.0,0,0.0
3553,2020-06-05,Tamil Nadu,14902,220,27256,560673.0,535254,28694.0
175,2020-06-05,Karnataka,1610,57,4320,360720.0,349951,4835.0
2433,2020-06-05,Odisha,1416,7,2478,169010.0,0,2608.0
3116,2020-06-05,Ladakh,48,1,90,9754.0,7204,97.0
3915,2020-06-05,Uttar Pradesh,5439,245,9237,344717.0,332126,9733.0
4422,2020-06-05,Bihar,2210,29,4493,91903.0,0,4551.0
3429,2020-06-05,Gujarat,12667,1155,18584,239911.0,0,19119.0
1971,2020-06-05,Jharkhand,354,6,793,80097.0,79175,922.0
556,2020-06-05,Maharashtra,33681,2710,77793,524002.0,440445,77793.0
2110,2020-06-05,Sikkim,0,0,2,4761.0,4143,3.0
1956,2020-06-05,Punjab,2043,47,2415,113542.0,0,2461.0
624,2020-06-05,Delhi,9898,650,25004,241693.0,0,26334.0
3840,2020-06-05,Jammu and Kashmir,1048,35,3142,202257.0,198933,3324.0
161,2020-06-05,Andhra Pradesh,2539,71,4223,423564.0,419314,3427.0
2599,2020-06-05,Goa,57,0,166,26208.0,0,196.0
2154,2020-06-05,Telengana,1587,105,3147,0.0,0,0.0
506,2020-06-05,Rajasthan,7104,213,9862,480910.0,465349,10084.0
936,2020-06-05,Puducherry,25,0,82,7963.0,7791,115.0
1419,2020-06-05,Nagaland,0,0,80,3974.0,2372,94.0
3738,2020-06-05,Meghalaya,13,1,33,9592.0,0,31.0
956,2020-06-05,Haryana,2134,24,3281,137452.0,129027,3597.0
2987,2020-06-05,Arunachal Pradesh,1,0,42,10790.0,8877,46.0
2747,2020-06-05,Tripura,173,0,644,32300.0,31606,694.0
2562,2020-06-05,Dadar Nagar Haveli,1,0,12,0.0,0,0.0
1117,2020-06-05,Himachal Pradesh,179,5,383,43688.0,43149,393.0
17,2020-06-06,Madhya Pradesh,5878,384,8996,200913.0,184202,9228.0
2478,2020-06-06,Manipur,41,0,132,0.0,0,0.0
2476,2020-06-06,Bihar,2225,29,4596,95473.0,0,4745.0
2767,2020-06-06,Jharkhand,410,7,881,84444.0,83416,1028.0
2871,2020-06-06,Andaman and Nicobar Islands,33,0,33,9037.0,0,33.0
863,2020-06-06,Andhra Pradesh,2576,73,4303,436335.0,431875,3588.0
545,2020-06-06,Assam,498,4,2153,146605.0,136154,2397.0
1186,2020-06-06,Ladakh,48,1,97,10164.0,7214,99.0
3059,2020-06-06,West Bengal,2912,366,7303,261288.0,0,7738.0
3210,2020-06-06,Jammu and Kashmir,1086,36,3324,211880.0,208413,3467.0
3061,2020-06-06,Arunachal Pradesh,1,0,45,11261.0,9350,49.0
3841,2020-06-06,Meghalaya,13,1,33,10066.0,0,33.0
4049,2020-06-06,Telengana,1627,113,3290,0.0,0,0.0
1226,2020-06-06,Nagaland,0,0,94,4061.0,2614,107.0
527,2020-06-06,Dadar Nagar Haveli,1,0,14,0.0,0,0.0
2583,2020-06-06,Himachal Pradesh,189,5,393,44509.0,43942,400.0
330,2020-06-06,Rajasthan,7359,218,10084,494480.0,478366,10337.0
4575,2020-06-06,Karnataka,1688,57,4835,372582.0,361382,5213.0
173,2020-06-06,Odisha,1604,8,2608,172598.0,0,2781.0
2533,2020-06-06,Punjab,2069,48,2461,115974.0,0,2515.0
1425,2020-06-06,Haryana,2134,24,3597,141688.0,132684,3952.0
1191,2020-06-06,Goa,65,0,196,27402.0,0,267.0
3359,2020-06-06,Kerala,712,14,1699,107796.0,97114,1808.0
656,2020-06-06,Chandigarh,222,5,304,5237.0,4906,309.0
3875,2020-06-06,Uttarakhand,344,11,1215,36638.0,28172,1245.0
4420,2020-06-06,Delhi,10315,708,26334,246873.0,0,27654.0
3232,2020-06-06,Uttar Pradesh,5648,257,9733,355085.0,342360,10103.0
1228,2020-06-06,Chhattisgarh,244,2,879,85346.0,80477,923.0
2309,2020-06-06,Puducherry,36,0,99,8118.0,7968,118.0
3739,2020-06-06,Mizoram,1,0,22,1991.0,0,24.0
1202,2020-06-06,Sikkim,0,0,3,5005.0,4273,3.0
1104,2020-06-06,Maharashtra,35156,2849,80229,538009.0,451764,80229.0
149,2020-06-06,Tamil Nadu,15762,232,28694,576695.0,545896,30152.0
275,2020-06-06,Gujarat,13003,1190,19094,245606.0,0,19617.0
2513,2020-06-06,Tripura,173,0,692,33331.0,32582,749.0
1786,2020-06-07,Puducherry,36,0,99,8274.0,8112,130.0
2793,2020-06-07,Andhra Pradesh,2620,73,4510,454030.0,449371,3718.0
3200,2020-06-07,Meghalaya,13,1,33,10066.0,0,33.0
3876,2020-06-07,Kerala,762,15,1807,111930.0,100319,1915.0
3079,2020-06-07,Uttar Pradesh,5648,257,9733,360258.0,346684,10536.0
1874,2020-06-07,Assam,547,4,2397,153326.0,142192,2565.0
3107,2020-06-07,Uttarakhand,423,11,1303,37166.0,28945,1341.0
1085,2020-06-07,Chhattisgarh,266,4,923,88896.0,84344,1073.0
1389,2020-06-07,Andaman and Nicobar Islands,33,0,33,9242.0,0,33.0
1431,2020-06-07,Tamil Nadu,16395,251,30152,592970.0,560890,31667.0
4033,2020-06-07,West Bengal,3119,383,7738,271074.0,0,8187.0
1548,2020-06-07,Gujarat,13316,1219,19592,251686.0,0,20097.0
1677,2020-06-07,Jharkhand,473,7,1000,87721.0,86618,1103.0
2142,2020-06-07,Tripura,173,0,747,35263.0,34461,802.0
1314,2020-06-07,Delhi,10664,761,27654,251915.0,0,28936.0
2542,2020-06-07,Rajasthan,7501,231,10331,506784.0,491233,10599.0
2541,2020-06-07,Dadar Nagar Haveli,1,0,19,0.0,0,0.0
407,2020-06-07,Nagaland,0,0,107,4371.0,2956,118.0
3266,2020-06-07,Goa,65,0,267,29739.0,0,300.0
4569,2020-06-07,Mizoram,1,0,24,2252.0,0,34.0
4254,2020-06-07,Haryana,2134,24,3952,145722.0,136555,4448.0
388,2020-06-07,Manipur,52,0,157,17028.0,0,172.0
1615,2020-06-07,Odisha,1716,8,2781,176098.0,0,2856.0
1501,2020-06-07,Chandigarh,273,5,309,5312.0,4977,314.0
3045,2020-06-07,Karnataka,1968,59,5213,384442.0,372399,5452.0
703,2020-06-07,Punjab,2092,50,2515,124266.0,0,2608.0
4538,2020-06-07,Madhya Pradesh,6108,399,9228,208514.0,190155,9401.0
1118,2020-06-07,Bihar,2425,30,4915,99108.0,0,4972.0
3857,2020-06-07,Jammu and Kashmir,1126,39,3467,218481.0,214394,4087.0
3582,2020-06-07,Telengana,1710,123,3496,0.0,0,0.0
370,2020-06-07,Arunachal Pradesh,1,0,47,11516.0,9921,51.0
3626,2020-06-07,Sikkim,0,0,7,0.0,0,0.0
1577,2020-06-07,Ladakh,48,1,99,0.0,0,0.0
3291,2020-06-07,Maharashtra,37390,2969,82968,553063.0,463723,82968.0
3642,2020-06-07,Himachal Pradesh,194,5,400,45888.0,45254,411.0
1579,2020-06-08,Assam,615,4,2565,0.0,0,0.0
3867,2020-06-08,Telengana,1710,123,3580,0.0,0,0.0
3767,2020-06-08,Manipur,52,0,172,0.0,0,0.0
716,2020-06-08,Tamil Nadu,16999,269,31667,607952.0,574209,33229.0
2256,2020-06-08,Rajasthan,7641,240,10599,518350.0,503208,10876.0
2458,2020-06-08,Ladakh,50,1,103,0.0,0,0.0
2286,2020-06-08,Kerala,803,15,1914,113956.0,103472,2006.0
1094,2020-06-08,Dadar Nagar Haveli,2,0,20,0.0,0,0.0
3157,2020-06-08,Karnataka,2132,61,5452,393221.0,380630,5760.0
2891,2020-06-08,Jammu and Kashmir,1216,41,4087,227906.0,223621,4285.0
1549,2020-06-08,Sikkim,0,0,7,5547.0,4953,6.0
1595,2020-06-08,West Bengal,3303,396,8187,280098.0,0,8613.0
2432,2020-06-08,Uttar Pradesh,6185,275,10536,380723.0,366630,10947.0
4315,2020-06-08,Gujarat,13635,1249,20070,256289.0,0,20574.0
1680,2020-06-08,Andaman and Nicobar Islands,33,0,33,9341.0,0,33.0
3903,2020-06-08,Nagaland,8,0,118,4729.0,3176,123.0
1941,2020-06-08,Haryana,2134,28,4448,150220.0,140081,4854.0
1978,2020-06-08,Chandigarh,273,5,314,5385.0,5040,318.0
3620,2020-06-08,Goa,65,0,300,31455.0,0,330.0
2708,2020-06-08,Delhi,10664,761,27654,255615.0,0,29943.0
4448,2020-06-08,Uttarakhand,528,13,1355,39133.0,30620,1380.0
1286,2020-06-08,Andhra Pradesh,2682,75,4708,468276.0,463463,3843.0
3858,2020-06-08,Bihar,2480,30,5088,102318.0,0,5176.0
1460,2020-06-08,Mizoram,1,0,34,2496.0,0,42.0
2037,2020-06-08,Arunachal Pradesh,1,0,51,12012.0,10376,57.0
2170,2020-06-08,Maharashtra,39314,3060,85975,565290.0,473588,85975.0
3670,2020-06-08,Odisha,1894,9,2856,179415.0,0,2994.0
3188,2020-06-08,Himachal Pradesh,224,5,413,46416.0,45956,421.0
2855,2020-06-08,Madhya Pradesh,6331,412,9401,215194.0,196497,9638.0
688,2020-06-08,Tripura,192,0,800,37453.0,36613,840.0
1136,2020-06-08,Jharkhand,490,7,1099,92325.0,91035,1290.0
532,2020-06-08,Puducherry,36,0,99,8472.0,8293,139.0
3239,2020-06-08,Meghalaya,13,1,36,10746.0,0,36.0
1703,2020-06-08,Punjab,2106,51,2608,129821.0,0,2663.0
4476,2020-06-08,Chhattisgarh,283,4,1073,92598.0,86719,1160.0
3816,2020-06-09,Arunachal Pradesh,1,0,51,12455.0,10642,57.0
534,2020-06-09,Rajasthan,8004,246,10763,530031.0,515872,11245.0
165,2020-06-09,Tripura,192,0,838,38572.0,37706,866.0
3847,2020-06-09,Dadar Nagar Haveli,2,0,22,0.0,0,0.0
4457,2020-06-09,Meghalaya,13,1,36,11247.0,0,40.0
3856,2020-06-09,Nagaland,8,0,123,4896.0,3512,127.0
3725,2020-06-09,Madhya Pradesh,6536,414,9638,220936.0,203131,9849.0
2839,2020-06-09,Ladakh,52,1,103,10249.0,7888,108.0
3634,2020-06-09,Jammu and Kashmir,1324,45,4285,235816.0,231470,4346.0
1336,2020-06-09,Mizoram,1,0,42,2747.0,0,88.0
907,2020-06-09,Andaman and Nicobar Islands,33,0,33,9859.0,0,33.0
949,2020-06-09,West Bengal,3465,405,8613,287900.0,0,8985.0
3684,2020-06-09,Tamil Nadu,17527,286,33229,621171.0,585678,34914.0
1430,2020-06-09,Bihar,2499,31,5202,105588.0,0,5364.0
1568,2020-06-09,Maharashtra,40975,3169,88528,579294.0,485144,88528.0
3446,2020-06-09,Kerala,814,16,2005,126088.0,111892,2097.0
4166,2020-06-09,Andhra Pradesh,2745,75,4851,483361.0,478332,3990.0
2238,2020-06-09,Puducherry,52,0,127,8752.0,8548,143.0
4314,2020-06-09,Himachal Pradesh,227,5,421,47655.0,46541,437.0
4382,2020-06-09,Sikkim,0,0,7,5815.0,5508,12.0
711,2020-06-09,Jharkhand,519,7,1256,95099.0,93683,1416.0
72,2020-06-09,Haryana,2134,39,4854,153692.0,143513,5209.0
3367,2020-06-09,Telengana,1710,137,3650,0.0,0,0.0
4029,2020-06-09,Karnataka,2519,64,5760,400257.0,387027,5921.0
3283,2020-06-09,Goa,67,0,330,32194.0,0,359.0
3951,2020-06-09,Assam,665,4,2776,169842.0,159760,2937.0
2178,2020-06-09,Odisha,1993,9,2994,182384.0,0,3140.0
2059,2020-06-09,Gujarat,13956,1280,20545,261587.0,0,21044.0
2515,2020-06-09,Delhi,11357,874,29943,261079.0,0,31309.0
552,2020-06-09,Chandigarh,273,5,317,0.0,0,0.0
1926,2020-06-09,Uttar Pradesh,6344,283,10947,391286.0,377667,11335.0
4005,2020-06-09,Chhattisgarh,308,4,1160,93059.0,89914,1211.0
219,2020-06-09,Uttarakhand,714,13,1411,40264.0,31945,1488.0
4433,2020-06-09,Manipur,58,0,272,18612.0,0,304.0
2582,2020-06-09,Punjab,2128,53,2663,136343.0,0,2719.0
4308,2020-06-10,Sikkim,0,0,13,6161.0,5850,12.0
912,2020-06-10,Delhi,11861,905,31309,266156.0,0,32810.0
1969,2020-06-10,Jammu and Kashmir,1506,48,4346,241891.0,237384,4507.0
51,2020-06-10,West Bengal,3620,415,8985,297419.0,0,9328.0
1346,2020-06-10,Tamil Nadu,18325,307,34914,638846.0,601363,36841.0
680,2020-06-10,Ladakh,52,1,108,0.0,0,0.0
2467,2020-06-10,Chandigarh,286,5,323,5532.0,5182,328.0
3842,2020-06-10,Arunachal Pradesh,1,0,57,13035.0,11420,61.0
2613,2020-06-10,Tripura,192,1,864,40027.0,39130,897.0
4560,2020-06-10,Rajasthan,8328,255,11245,543312.0,527864,11600.0
1897,2020-06-10,Haryana,2134,45,5209,158470.0,147453,5438.0
1275,2020-06-10,Mizoram,1,0,88,2747.0,0,102.0
3597,2020-06-10,Kerala,848,16,2096,131006.0,116425,2162.0
4326,2020-06-10,Madhya Pradesh,6729,420,9849,228042.0,210081,10049.0
1198,2020-06-10,Jharkhand,559,8,1411,95500.0,94077,1423.0
3837,2020-06-10,Dadar Nagar Haveli,2,0,22,0.0,0,0.0
4428,2020-06-10,Uttar Pradesh,6669,301,11335,404637.0,390841,11610.0
748,2020-06-10,Uttarakhand,755,13,1537,40872.0,33369,1560.0
4361,2020-06-10,Goa,67,0,359,35332.0,0,387.0
3927,2020-06-10,Andaman and Nicobar Islands,33,0,33,10010.0,0,35.0
1722,2020-06-10,Karnataka,2604,66,5921,408506.0,394603,6041.0
1692,2020-06-10,Punjab,2167,55,2719,144467.0,0,2805.0
1413,2020-06-10,Manipur,61,0,304,19756.0,0,311.0
2060,2020-06-10,Bihar,2864,32,5459,109483.0,0,5583.0
34,2020-06-10,Puducherry,52,0,127,8954.0,8712,156.0
1672,2020-06-10,Meghalaya,13,1,43,11505.0,0,44.0
4462,2020-06-10,Assam,1085,4,2937,0.0,0,0.0
1448,2020-06-10,Himachal Pradesh,249,5,445,48922.0,48123,451.0
4152,2020-06-10,Chhattisgarh,386,6,1240,94576.0,92049,1262.0
356,2020-06-10,Andhra Pradesh,2802,77,5070,498716.0,493469,4126.0
241,2020-06-10,Maharashtra,42638,3289,90787,595282.0,497990,90787.0
3644,2020-06-10,Telengana,1809,148,3920,0.0,0,0.0
2341,2020-06-10,Odisha,2133,9,3140,185401.0,0,3250.0
1600,2020-06-10,Nagaland,10,0,127,5220.0,3867,128.0
4459,2020-06-10,Gujarat,14365,1313,21014,266404.0,0,21554.0
4128,2020-06-11,Uttar Pradesh,6871,321,11610,420669.0,405442,12088.0
1142,2020-06-11,Madhya Pradesh,6892,427,10049,233740.0,217860,10241.0
2932,2020-06-11,Odisha,2282,9,3250,188743.0,0,3386.0
2924,2020-06-11,Himachal Pradesh,254,6,451,50222.0,49465,470.0
4415,2020-06-11,Haryana,2188,52,5579,162967.0,151060,5968.0
2165,2020-06-11,Bihar,3071,33,5710,113225.0,0,5807.0
2497,2020-06-11,Daman & Diu,0,0,2,0.0,0,0.0
4182,2020-06-11,Andaman and Nicobar Islands,33,0,34,10226.0,0,38.0
2410,2020-06-11,Puducherry,53,0,127,9250.0,8979,168.0
1005,2020-06-11,Andhra Pradesh,2899,78,5269,510318.0,504889,4261.0
1940,2020-06-11,Tamil Nadu,19333,326,36841,655675.0,616395,38716.0
3364,2020-06-11,Nagaland,22,0,128,5667.0,4198,130.0
4095,2020-06-11,Jharkhand,592,8,1489,99931.0,98332,1599.0
4160,2020-06-11,Ladakh,52,1,115,10855.0,8222,135.0
4156,2020-06-11,Delhi,12245,984,32810,271516.0,0,34687.0
260,2020-06-11,Tripura,239,1,895,41389.0,40474,915.0
4132,2020-06-11,Telengana,1817,156,4111,0.0,0,0.0
4458,2020-06-11,Goa,67,0,387,37858.0,0,417.0
4175,2020-06-11,Rajasthan,8569,259,11600,558064.0,542256,11838.0
183,2020-06-11,Chhattisgarh,402,6,1262,96230.0,93903,1398.0
2643,2020-06-11,Meghalaya,13,1,44,11889.0,0,44.0
2673,2020-06-11,Assam,1249,4,3092,181108.0,171070,3319.0
2660,2020-06-11,Chandigarh,286,5,327,5636.0,5267,332.0
1845,2020-06-11,Uttarakhand,831,15,1562,41888.0,34604,1637.0
1523,2020-06-11,Punjab,2232,55,2805,154498.0,0,2887.0
491,2020-06-11,Manipur,63,0,311,20528.0,0,366.0
2782,2020-06-11,Karnataka,2862,69,6041,416506.0,402105,6245.0
1908,2020-06-11,Gujarat,14735,1347,21521,272924.0,0,22067.0
2761,2020-06-11,Sikkim,0,0,13,6692.0,6063,12.0
3102,2020-06-11,Arunachal Pradesh,2,0,57,13479.0,11754,67.0
1856,2020-06-11,Mizoram,1,0,93,3152.0,0,104.0
1224,2020-06-11,Kerala,905,18,2161,135974.0,130857,2245.0
2850,2020-06-11,West Bengal,3779,432,9328,306941.0,0,9768.0
2611,2020-06-11,Maharashtra,44517,3438,94041,610790.0,509990,94041.0
3085,2020-06-11,Jammu and Kashmir,1671,51,4507,247267.0,242693,4574.0
2730,2020-06-11,Dadar Nagar Haveli,2,0,26,0.0,0,0.0
2359,2020-06-12,Meghalaya,18,1,44,12219.0,0,44.0
3729,2020-06-12,Arunachal Pradesh,4,0,61,14047.0,12119,87.0
1205,2020-06-12,Kerala,968,18,2244,140457.0,134743,2323.0
664,2020-06-12,Jharkhand,630,8,1599,102092.0,100436,1656.0
3890,2020-06-12,Tripura,278,1,913,40837.0,39877,960.0
3131,2020-06-12,Haryana,2260,64,5968,167501.0,155395,6334.0
2671,2020-06-12,Andaman and Nicobar Islands,33,0,38,10697.0,0,38.0
3227,2020-06-12,Chandigarh,286,5,332,5708.0,5342,334.0
1217,2020-06-12,Nagaland,22,0,128,6104.0,4593,156.0
923,2020-06-12,Maharashtra,46078,3590,97648,626521.0,521942,97648.0
3924,2020-06-12,Dadra and Nagar Haveli and Daman and Diu,2,0,30,0.0,0,0.0
3050,2020-06-12,Puducherry,67,2,157,9658.0,9351,175.0
2196,2020-06-12,Ladakh,54,1,135,10986.0,8460,239.0
2877,2020-06-12,Madhya Pradesh,7042,431,10241,241461.0,224064,10443.0
216,2020-06-12,Rajasthan,8775,265,11838,571543.0,556040,12068.0
2829,2020-06-12,Manipur,73,0,366,0.0,0,0.0
1168,2020-06-12,Uttarakhand,842,15,1643,42783.0,35670,1692.0
2298,2020-06-12,Jammu and Kashmir,1820,52,4574,254059.0,249329,4730.0
2288,2020-06-12,Chhattisgarh,447,6,1398,98603.0,95965,1429.0
3899,2020-06-12,Sikkim,2,0,14,5157.0,4830,26.0
3218,2020-06-12,Assam,1432,6,3319,188090.0,177989,3498.0
3727,2020-06-12,Goa,67,0,417,39298.0,0,463.0
3039,2020-06-12,Delhi,12731,1085,34687,277463.0,0,36824.0
2683,2020-06-12,Andhra Pradesh,3048,80,5429,522093.0,516457,4402.0
2939,2020-06-12,Tamil Nadu,20705,349,38716,673906.0,632656,40698.0
4183,2020-06-12,Himachal Pradesh,280,6,470,51420.0,50793,486.0
634,2020-06-12,Karnataka,2977,72,6245,426341.0,411244,6516.0
4351,2020-06-12,Gujarat,15101,1385,22032,278137.0,0,22562.0
1406,2020-06-12,Telengana,1993,165,4320,0.0,0,0.0
4218,2020-06-12,Odisha,2354,9,3386,192576.0,0,3477.0
3201,2020-06-12,Uttar Pradesh,7292,345,12088,435601.0,421499,12619.0
1924,2020-06-12,Bihar,3266,36,5983,116671.0,0,6043.0
2441,2020-06-12,Punjab,2259,59,2887,165548.0,0,2986.0
3011,2020-06-12,West Bengal,3988,442,9768,315699.0,0,10244.0
2427,2020-06-12,Mizoram,1,0,102,0.0,0,0.0
495,2020-06-13,Madhya Pradesh,7201,440,10443,246973.0,231123,10641.0
108,2020-06-13,Tripura,278,1,961,43972.0,42930,1042.0
1267,2020-06-13,Uttar Pradesh,7609,365,12616,449616.0,433754,13118.0
3783,2020-06-13,Chhattisgarh,550,6,1429,101554.0,0,1512.0
2887,2020-06-13,Punjab,2282,63,2986,176533.0,0,3063.0
2302,2020-06-13,Jharkhand,672,8,1617,103905.0,102194,1711.0
654,2020-06-13,Assam,1537,8,3498,0.0,0,0.0
2521,2020-06-13,Kerala,1000,19,2322,144842.0,0,2408.0
3766,2020-06-13,Gujarat,15493,1415,22527,283623.0,0,23079.0
2692,2020-06-13,Tamil Nadu,22047,367,40698,691817.0,648545,42687.0
3588,2020-06-13,Meghalaya,22,1,44,12560.0,0,44.0
2208,2020-06-13,Sikkim,2,0,63,5377.0,5029,62.0
4540,2020-06-13,Manipur,77,0,385,24046.0,0,449.0
1060,2020-06-13,Himachal Pradesh,297,6,486,52737.0,51106,493.0
4409,2020-06-13,Haryana,2475,70,6334,171560.0,159333,6749.0
1842,2020-06-13,West Bengal,4206,451,10244,324707.0,0,10698.0
1751,2020-06-13,Delhi,13398,1214,36824,283239.0,0,38958.0
603,2020-06-13,Puducherry,67,2,157,10008.0,9636,193.0
789,2020-06-13,Arunachal Pradesh,4,0,67,14518.0,12817,88.0
1478,2020-06-13,Chandigarh,286,5,334,5839.0,5459,345.0
1238,2020-06-13,Goa,69,0,463,40723.0,0,523.0
3643,2020-06-13,Andaman and Nicobar Islands,33,0,38,10955.0,0,38.0
2658,2020-06-13,Rajasthan,8898,272,12068,584954.0,569314,12401.0
778,2020-06-13,Odisha,2474,10,3498,196456.0,0,3723.0
1475,2020-06-13,Karnataka,3440,79,6516,436518.0,420773,6824.0
2001,2020-06-13,Mizoram,1,0,104,3727.0,0,107.0
297,2020-06-13,Telengana,2278,174,4484,0.0,0,0.0
306,2020-06-13,Dadra and Nagar Haveli and Daman and Diu,2,0,30,17649.0,17021,28.0
2620,2020-06-13,Andhra Pradesh,3105,80,5680,536570.0,530712,4588.0
4490,2020-06-13,Maharashtra,47796,3717,101141,643057.0,535252,101141.0
4320,2020-06-13,Nagaland,49,0,156,6466.0,4904,163.0
3893,2020-06-13,Bihar,3587,36,6103,120086.0,0,6183.0
3486,2020-06-13,Ladakh,62,1,239,11135.0,8814,437.0
2083,2020-06-13,Jammu and Kashmir,2086,53,4730,260098.0,255220,4878.0
3051,2020-06-13,Uttarakhand,947,21,1724,44040.0,36834,1759.0
3409,2020-06-14,Kerala,1046,19,2407,149164.0,0,2462.0
4200,2020-06-14,Andaman and Nicobar Islands,33,0,38,11356.0,0,38.0
3864,2020-06-14,Jammu and Kashmir,2269,55,4878,266163.0,261122,5041.0
937,2020-06-14,Goa,70,0,523,41835.0,0,564.0
2717,2020-06-14,Sikkim,4,0,63,5664.0,5177,67.0
3523,2020-06-14,Dadra and Nagar Haveli and Daman and Diu,2,0,35,18445.0,17813,31.0
2108,2020-06-14,Meghalaya,22,1,44,0.0,0,0.0
665,2020-06-14,West Bengal,4542,463,10698,333733.0,0,11087.0
3513,2020-06-14,Uttar Pradesh,7875,385,13118,467702.0,442598,13615.0
2755,2020-06-14,Maharashtra,49346,3830,104568,659481.0,548250,104568.0
805,2020-06-14,Chhattisgarh,631,6,1512,103895.0,0,1549.0
