,Date,State/UnionTerritory,Cured,Deaths,Confirmed,TotalSamples,Negative,Positive
3431,2020-05-02,Bihar,98,3,471,25724.0,0,476.0
598,2020-05-02,Madhya Pradesh,524,145,2719,46578.0,41460,2788.0
35,2020-05-02,Uttar Pradesh,654,42,2328,85729.0,82356,2487.0
3698,2020-05-02,Tamil Nadu,1312,28,2526,139490.0,135698,2757.0
1621,2020-05-02,Meghalaya,0,1,12,1707.0,1655,12.0
1736,2020-05-02,West Bengal,139,33,795,20976.0,0,795.0
2098,2020-05-02,Mizoram,0,0,1,183.0,0,1.0
2333,2020-05-02,Chandigarh,17,0,88,1462.0,1339,94.0
563,2020-05-02,Rajasthan,1116,62,2666,113934.0,104705,2720.0
4194,2020-05-02,Odisha,55,1,149,36593.0,0,157.0
1363,2020-05-02,Ladakh,17,0,22,2434.0,1618,23.0
1420,2020-05-02,Andaman and Nicobar Islands,16,0,33,0.0,0,0.0
1495,2020-05-02,Delhi,1167,61,3738,58210.0,0,4122.0
3636,2020-05-02,Gujarat,735,236,4721,74116.0,69062,5054.0
4483,2020-05-02,Punjab,90,19,480,24868.0,19316,772.0
1729,2020-05-02,Puducherry,5,0,8,2990.0,2902,12.0
3334,2020-05-02,Telengana,441,26,1039,0.0,0,0.0
4541,2020-05-02,Andhra Pradesh,403,33,1463,108403.0,106878,1525.0
2193,2020-05-02,Arunachal Pradesh,1,0,1,0.0,0,0.0
3795,2020-05-02,Maharashtra,1879,485,11506,151085.0,140587,11506.0
1552,2020-05-02,Kerala,392,4,497,33276.0,31592,499.0
700,2020-05-02,Karnataka,251,22,589,69730.0,66475,601.0
2416,2020-05-03,Tripura,2,0,4,5162.0,5157,5.0
246,2020-05-03,Madhya Pradesh,798,156,2846,49186.0,43937,2837.0
1618,2020-05-03,West Bengal,151,33,922,22915.0,0,922.0
706,2020-05-03,Arunachal Pradesh,1,0,1,810.0,761,2.0
935,2020-05-03,Uttar Pradesh,698,43,2626,95841.0,91828,2645.0
957,2020-05-03,Uttarakhand,39,0,59,7578.0,6986,60.0
968,2020-05-03,Meghalaya,0,1,12,0.0,0,0.0
3282,2020-05-03,Odisha,56,1,160,38658.0,0,162.0
896,2020-05-03,Assam,32,1,43,0.0,0,0.0
3345,2020-05-03,Chhattisgarh,36,0,43,19902.0,18848,57.0
970,2020-05-03,Andhra Pradesh,488,33,1583,114937.0,113354,1583.0
971,2020-05-03,Haryana,227,4,394,35278.0,32583,442.0
75,2020-05-03,Tamil Nadu,1341,29,2757,150107.0,145520,3023.0
3800,2020-05-03,Kerala,400,4,500,34608.0,33294,499.0
1427,2020-05-03,Puducherry,5,0,8,3155.0,3097,12.0
134,2020-05-03,Karnataka,282,25,606,74898.0,70998,614.0
1471,2020-05-03,Delhi,1256,64,4122,60246.0,0,4549.0
3471,2020-05-03,Gujarat,896,262,5055,80060.0,74632,5428.0
602,2020-05-03,Manipur,2,0,2,0.0,0,0.0
1686,2020-05-03,Jammu and Kashmir,254,8,666,26038.0,25337,701.0
1178,2020-05-03,Rajasthan,1121,65,2772,120240.0,112345,2886.0
4303,2020-05-03,Ladakh,17,0,40,2434.0,1674,41.0
4302,2020-05-03,Chandigarh,19,0,94,1616.0,1491,97.0
3682,2020-05-03,Punjab,112,20,772,26439.0,20197,1102.0
1821,2020-05-03,Telengana,458,28,1063,0.0,0,0.0
3175,2020-05-03,Mizoram,0,0,1,183.0,0,1.0
1510,2020-05-03,Bihar,117,4,482,26951.0,0,485.0
796,2020-05-03,Maharashtra,2000,521,12296,159754.0,148248,12296.0
2216,2020-05-03,Himachal Pradesh,33,1,40,7185.0,7133,40.0
3393,2020-05-03,Goa,7,0,7,2548.0,0,7.0
1426,2020-05-03,Jharkhand,22,3,115,13055.0,12940,115.0
959,2020-05-03,Andaman and Nicobar Islands,17,0,33,0.0,0,0.0
2280,2020-05-04,Delhi,1362,64,4549,64108.0,0,4898.0
4573,2020-05-04,Mizoram,0,0,1,183.0,0,1.0
1816,2020-05-04,Odisha,60,1,163,41128.0,0,169.0
3372,2020-05-04,Tamil Nadu,1379,30,3023,162970.0,158558,3550.0
124,2020-05-04,Ladakh,17,0,41,2639.0,1879,41.0
1745,2020-05-04,Goa,7,0,7,2899.0,0,7.0
4202,2020-05-04,Puducherry,5,0,8,3281.0,3220,12.0
3591,2020-05-04,Punjab,117,21,1102,28545.0,21295,1232.0
575,2020-05-04,Uttarakhand,39,1,60,7806.0,7134,60.0
393,2020-05-04,Tripura,2,0,16,5394.0,5377,17.0
2036,2020-05-04,Rajasthan,1356,71,2886,129258.0,122513,3061.0
1727,2020-05-04,Arunachal Pradesh,1,0,1,869.0,762,2.0
4373,2020-05-04,Bihar,125,4,517,28345.0,0,525.0
1626,2020-05-04,Andaman and Nicobar Islands,32,0,33,0.0,0,0.0
2175,2020-05-04,Manipur,2,0,2,571.0,0,2.0
2230,2020-05-04,Maharashtra,2115,548,12974,168374.0,156078,12974.0
309,2020-05-04,Karnataka,304,26,642,79193.0,74664,651.0
481,2020-05-04,Gujarat,1042,290,5428,84648.0,78844,5804.0
1481,2020-05-04,Telengana,490,29,1082,0.0,0,0.0
3997,2020-05-04,Jharkhand,22,3,115,13832.0,13717,115.0
839,2020-05-04,West Bengal,151,35,963,25116.0,0,1259.0
2609,2020-05-04,Assam,32,1,43,12775.0,11764,42.0
84,2020-05-04,Kerala,401,4,500,35441.0,34161,499.0
1362,2020-05-04,Himachal Pradesh,34,1,40,7430.0,7320,41.0
106,2020-05-04,Madhya Pradesh,798,165,2942,52095.0,46634,2942.0
2676,2020-05-04,Haryana,245,5,442,38183.0,34501,517.0
1327,2020-05-04,Jammu and Kashmir,287,8,701,28199.0,27473,726.0
814,2020-05-04,Chhattisgarh,36,0,57,0.0,0,0.0
1326,2020-05-04,Uttar Pradesh,758,45,2742,98300.0,94682,2766.0
837,2020-05-04,Meghalaya,0,1,12,1884.0,1782,12.0
2999,2020-05-04,Chandigarh,19,0,94,1678.0,1545,102.0
2876,2020-05-04,Andhra Pradesh,524,36,1650,125229.0,123579,1650.0
412,2020-05-05,Arunachal Pradesh,1,0,1,970.0,814,2.0
2149,2020-05-05,Uttarakhand,39,1,60,8060.0,7357,61.0
2034,2020-05-05,Uttar Pradesh,944,53,2859,105234.0,101389,2880.0
4329,2020-05-05,Andhra Pradesh,589,36,1717,133492.0,131775,1717.0
3128,2020-05-05,Gujarat,1195,319,5804,89632.0,83387,6245.0
1715,2020-05-05,Telengana,585,29,1085,0.0,0,0.0
2678,2020-05-05,Andaman and Nicobar Islands,32,0,33,0.0,0,0.0
2646,2020-05-05,Haryana,254,6,517,40982.0,36806,548.0
2090,2020-05-05,Kerala,462,4,500,36312.0,35244,502.0
3877,2020-05-05,Puducherry,6,0,9,3560.0,3444,12.0
140,2020-05-05,Rajasthan,1394,77,3061,134987.0,128297,3158.0
4079,2020-05-05,Assam,32,1,43,13442.0,12533,43.0
2963,2020-05-05,Goa,7,0,7,3096.0,0,7.0
3652,2020-05-05,Punjab,128,23,1233,30199.0,23352,1451.0
4073,2020-05-05,Chandigarh,21,1,102,1713.0,1576,115.0
4036,2020-05-05,Tripura,2,0,29,5850.0,5820,30.0
4558,2020-05-05,Mizoram,0,0,1,188.0,0,1.0
1863,2020-05-05,Odisha,60,1,170,44663.0,0,170.0
3635,2020-05-05,Meghalaya,10,1,12,1944.0,1822,12.0
1866,2020-05-05,Madhya Pradesh,1000,176,3049,54595.0,48931,3049.0
3595,2020-05-05,West Bengal,218,133,1259,27571.0,0,1344.0
1878,2020-05-05,Manipur,2,0,2,0.0,0,0.0
4550,2020-05-05,Tamil Nadu,1409,31,3550,174828.0,170174,4058.0
4512,2020-05-05,Jammu and Kashmir,303,8,726,31312.0,30571,741.0
1012,2020-05-05,Ladakh,17,0,41,0.0,0,0.0
3616,2020-05-05,Delhi,1431,64,4898,67852.0,0,5104.0
29,2020-05-05,Himachal Pradesh,38,1,41,7893.0,7800,42.0
3861,2020-05-05,Jharkhand,27,3,115,15064.0,14939,125.0
1258,2020-05-05,Maharashtra,2465,583,14541,175323.0,162349,14541.0
3183,2020-05-05,Chhattisgarh,36,0,58,21323.0,20300,58.0
3387,2020-05-05,Bihar,130,4,529,28791.0,0,529.0
3786,2020-05-05,Karnataka,324,28,659,83806.0,78860,673.0
3972,2020-05-06,Kerala,462,4,502,37546.0,36210,502.0
2994,2020-05-06,Punjab,133,25,1451,32060.0,24303,1526.0
803,2020-05-06,Tripura,2,0,43,6228.0,6185,43.0
3959,2020-05-06,Chhattisgarh,36,0,59,22188.0,20873,59.0
587,2020-05-06,Himachal Pradesh,38,2,42,8491.0,8055,43.0
2204,2020-05-06,Maharashtra,2819,617,15525,181746.0,167205,15525.0
2961,2020-05-06,Jammu and Kashmir,320,8,741,34277.0,33502,775.0
2021,2020-05-06,Bihar,142,4,536,29328.0,0,539.0
1341,2020-05-06,Andaman and Nicobar Islands,32,0,33,0.0,0,0.0
2741,2020-05-06,Tamil Nadu,1485,33,4058,188241.0,182541,4829.0
3715,2020-05-06,Karnataka,331,29,671,88777.0,83056,693.0
206,2020-05-06,Jharkhand,33,3,125,15908.0,15799,127.0
1970,2020-05-06,Goa,7,0,7,3411.0,0,7.0
88,2020-05-06,Andhra Pradesh,589,36,1717,141274.0,139497,1777.0
1868,2020-05-06,Haryana,256,6,548,43279.0,38590,594.0
3791,2020-05-06,Assam,32,1,43,0.0,0,0.0
493,2020-05-06,Ladakh,17,0,41,0.0,0,0.0
2836,2020-05-06,Chandigarh,21,1,111,1785.0,1641,120.0
2102,2020-05-06,Manipur,2,0,2,0.0,0,0.0
30,2020-05-06,Gujarat,1381,368,6245,95191.0,88566,6625.0
4179,2020-05-06,Dadar Nagar Haveli,0,0,1,0.0,0,0.0
708,2020-05-06,Puducherry,6,0,9,3641.0,3554,12.0
689,2020-05-06,Telengana,585,29,1096,0.0,0,0.0
48,2020-05-06,West Bengal,364,140,1344,30141.0,0,1456.0
3094,2020-05-06,Meghalaya,10,1,12,0.0,0,0.0
3092,2020-05-06,Mizoram,0,0,1,195.0,0,1.0
3013,2020-05-06,Uttarakhand,39,1,61,8346.0,7698,61.0
3022,2020-05-06,Delhi,1468,64,5104,71934.0,0,5532.0
2337,2020-05-06,Arunachal Pradesh,1,0,1,1039.0,857,2.0
2535,2020-05-06,Odisha,60,1,175,47454.0,0,185.0
1645,2020-05-06,Uttar Pradesh,987,56,2880,109888.0,106043,2998.0
4225,2020-05-06,Rajasthan,1525,89,3158,139580.0,134172,3317.0
2234,2020-05-06,Madhya Pradesh,1000,176,3049,54595.0,51479,3138.0
1921,2020-05-07,Puducherry,6,0,9,3866.0,3766,13.0
3327,2020-05-07,Chandigarh,21,1,120,1845.0,1698,129.0
3838,2020-05-07,Tamil Nadu,1516,35,4829,202436.0,195831,5409.0
158,2020-05-07,Manipur,2,0,2,684.0,0,2.0
1352,2020-05-07,Rajasthan,1596,92,3317,145510.0,139830,3427.0
1162,2020-05-07,Uttarakhand,39,1,61,8783.0,8138,61.0
3400,2020-05-07,Ladakh,17,0,41,0.0,0,0.0
4507,2020-05-07,Bihar,188,4,542,29841.0,0,547.0
895,2020-05-07,Andhra Pradesh,729,36,1777,149361.0,147528,1833.0
1192,2020-05-07,Mizoram,0,0,1,197.0,0,1.0
3948,2020-05-07,Haryana,260,7,594,46495.0,41861,625.0
2093,2020-05-07,Arunachal Pradesh,1,0,1,1144.0,952,2.0
2774,2020-05-07,Jammu and Kashmir,322,8,775,37706.0,36913,793.0
1347,2020-05-07,Tripura,2,0,43,6917.0,6828,89.0
1096,2020-05-07,Punjab,135,27,1516,34701.0,28933,1644.0
4081,2020-05-07,Odisha,61,2,185,50514.0,0,209.0
557,2020-05-07,Maharashtra,3094,651,16758,189220.0,173838,16758.0
751,2020-05-07,Dadar Nagar Haveli,0,0,1,0.0,0,0.0
2447,2020-05-07,Himachal Pradesh,38,2,45,9005.0,8833,46.0
2957,2020-05-07,Madhya Pradesh,1099,185,3138,61020.0,55002,3252.0
2738,2020-05-07,Jharkhand,37,3,127,17101.0,16969,132.0
891,2020-05-07,Karnataka,354,29,693,93535.0,87756,705.0
3947,2020-05-07,Uttar Pradesh,1130,60,2998,113670.0,109628,3071.0
2713,2020-05-07,Assam,32,1,45,0.0,0,0.0
2383,2020-05-07,Kerala,469,4,503,38206.0,36856,502.0
2988,2020-05-07,Chhattisgarh,36,0,59,0.0,0,0.0
2546,2020-05-07,West Bengal,364,144,1456,32752.0,0,1548.0
925,2020-05-07,Delhi,1542,65,5532,77234.0,0,5980.0
2382,2020-05-07,Gujarat,1500,396,6625,100553.0,93540,7013.0
3623,2020-05-07,Andaman and Nicobar Islands,32,0,33,0.0,0,0.0
919,2020-05-07,Meghalaya,10,1,12,2054.0,1967,12.0
4131,2020-05-07,Telengana,628,29,1107,0.0,0,0.0
2817,2020-05-07,Goa,7,0,7,0.0,0,0.0
3070,2020-05-08,Andaman and Nicobar Islands,33,0,33,0.0,0,0.0
2297,2020-05-08,Goa,7,0,7,4140.0,0,7.0
4379,2020-05-08,Rajasthan,1596,97,3427,152245.0,146198,3579.0
240,2020-05-08,Punjab,149,28,1644,37950.0,31219,1731.0
3884,2020-05-08,Manipur,2,0,2,756.0,0,2.0
1998,2020-05-08,Delhi,1931,66,5980,81367.0,0,6318.0
2992,2020-05-08,Dadar Nagar Haveli,0,0,1,0.0,0,0.0
2225,2020-05-08,Gujarat,1709,425,7012,105386.0,97984,7403.0
476,2020-05-08,West Bengal,364,151,1548,35767.0,0,1678.0
3703,2020-05-08,Uttarakhand,39,1,61,9116.0,8485,61.0
885,2020-05-08,Chhattisgarh,38,0,59,23629.0,22509,59.0
4311,2020-05-08,Himachal Pradesh,38,2,46,9522.0,9434,50.0
3649,2020-05-08,Meghalaya,10,1,12,0.0,0,0.0
1143,2020-05-08,Ladakh,17,0,42,0.0,0,0.0
91,2020-05-08,Bihar,246,5,550,30320.0,0,564.0
4086,2020-05-08,Telengana,650,29,1123,0.0,0,0.0
4018,2020-05-08,Jammu and Kashmir,335,9,793,42427.0,41604,823.0
2460,2020-05-08,Odisha,62,2,219,52974.0,0,271.0
85,2020-05-08,Tripura,2,0,65,7448.0,7359,89.0
1294,2020-05-08,Puducherry,6,0,9,4111.0,3866,15.0
2885,2020-05-08,Arunachal Pradesh,1,0,1,1354.0,1015,2.0
3789,2020-05-08,Mizoram,0,0,1,199.0,0,1.0
3966,2020-05-08,Assam,34,1,54,0.0,0,0.0
529,2020-05-08,Madhya Pradesh,1231,193,3252,63705.0,57528,3341.0
2605,2020-05-08,Maharashtra,3301,694,17974,200477.0,183862,17974.0
2518,2020-05-08,Andhra Pradesh,780,38,1847,156681.0,154794,1887.0
463,2020-05-08,Kerala,474,4,503,39266.0,38294,503.0
3500,2020-05-08,Karnataka,366,30,705,98081.0,92237,753.0
4130,2020-05-08,Jharkhand,41,3,132,17219.0,17087,132.0
3052,2020-05-08,Tamil Nadu,1547,37,5409,216416.0,209495,6009.0
4288,2020-05-08,Haryana,260,7,625,49746.0,43974,647.0
1844,2020-05-08,Uttar Pradesh,1250,62,3071,119688.0,115646,3214.0
1871,2020-05-08,Chandigarh,21,1,135,1913.0,1748,146.0
3470,2020-05-09,Maharashtra,3470,731,19063,210174.0,192197,19063.0
296,2020-05-09,Goa,7,0,7,4524.0,0,7.0
469,2020-05-09,Tripura,2,0,118,8340.0,8221,119.0
1619,2020-05-09,Chandigarh,21,1,150,2055.0,1871,169.0
3777,2020-05-09,Manipur,2,0,2,865.0,0,2.0
1130,2020-05-09,Ladakh,17,0,42,3503.0,2948,42.0
198,2020-05-09,Haryana,279,8,647,53282.0,48468,675.0
3737,2020-05-09,Madhya Pradesh,1349,200,3341,68010.0,61629,3457.0
3099,2020-05-09,Dadar Nagar Haveli,0,0,1,0.0,0,0.0
3333,2020-05-09,Telengana,700,29,1133,0.0,0,0.0
3859,2020-05-09,Himachal Pradesh,38,2,50,10208.0,10047,52.0
3768,2020-05-09,Chhattisgarh,38,0,59,24506.0,23326,59.0
1948,2020-05-09,Kerala,484,4,503,40123.0,39233,505.0
59,2020-05-09,Bihar,297,5,571,31552.0,0,585.0
1695,2020-05-09,Uttar Pradesh,1387,66,3214,124791.0,120764,3373.0
3526,2020-05-09,Andhra Pradesh,842,41,1887,165069.0,163139,1930.0
4057,2020-05-09,Puducherry,6,0,9,4266.0,4028,16.0
1684,2020-05-09,Delhi,2020,68,6318,84226.0,0,6542.0
1083,2020-05-09,West Bengal,364,160,1678,39368.0,0,1786.0
355,2020-05-09,Meghalaya,10,1,12,2287.0,2178,12.0
2514,2020-05-09,Punjab,152,29,1731,39462.0,33639,1762.0
117,2020-05-09,Gujarat,1872,449,7402,109650.0,101853,7797.0
2485,2020-05-09,Arunachal Pradesh,1,0,1,1597.0,1266,2.0
4380,2020-05-09,Jharkhand,52,3,132,18632.0,18478,154.0
3573,2020-05-09,Uttarakhand,46,1,63,9386.0,8659,67.0
3226,2020-05-09,Rajasthan,1916,101,3579,159157.0,152296,3708.0
3171,2020-05-09,Mizoram,0,0,1,201.0,0,1.0
2993,2020-05-09,Andaman and Nicobar Islands,33,0,33,0.0,0,0.0
4334,2020-05-09,Jammu and Kashmir,364,9,823,44753.0,43917,836.0
23,2020-05-09,Tamil Nadu,1605,40,6009,229670.0,222576,6535.0
4408,2020-05-09,Assam,34,1,59,16167.0,15076,59.0
413,2020-05-09,Karnataka,376,30,753,103098.0,97326,794.0
3952,2020-05-09,Odisha,63,2,271,56322.0,0,294.0
2719,2020-05-10,Tamil Nadu,1824,44,6535,243037.0,235157,7204.0
187,2020-05-10,Kerala,485,4,505,41279.0,40155,512.0
4192,2020-05-10,Manipur,2,0,2,1096.0,0,2.0
2356,2020-05-10,Jharkhand,78,3,156,20832.0,20675,157.0
3534,2020-05-10,Mizoram,1,0,1,201.0,0,1.0
3028,2020-05-10,Andhra Pradesh,887,44,1930,173735.0,171755,1980.0
629,2020-05-10,Tripura,2,0,134,9091.0,8955,136.0
3687,2020-05-10,Haryana,290,9,675,56983.0,51046,703.0
1385,2020-05-10,Uttarakhand,46,1,67,9668.0,8990,68.0
386,2020-05-10,Ladakh,17,0,42,0.0,0,0.0
1020,2020-05-10,Puducherry,6,0,9,4364.0,4273,17.0
2591,2020-05-10,Dadar Nagar Haveli,0,0,1,0.0,0,0.0
2588,2020-05-10,Madhya Pradesh,1676,215,3614,72069.0,65436,3614.0
3781,2020-05-10,Chhattisgarh,43,0,59,25282.0,24186,59.0
1653,2020-05-10,Arunachal Pradesh,1,0,1,1823.0,1363,2.0
2874,2020-05-10,West Bengal,372,171,1786,43414.0,0,1939.0
2614,2020-05-10,Andaman and Nicobar Islands,33,0,33,0.0,0,0.0
3261,2020-05-10,Karnataka,386,30,794,107311.0,102266,848.0
1270,2020-05-10,Maharashtra,3800,779,20228,225524.0,206481,20228.0
411,2020-05-10,Punjab,157,31,1762,40962.0,35293,1823.0
218,2020-05-10,Meghalaya,10,1,13,2287.0,2178,13.0
940,2020-05-10,Odisha,63,2,294,59780.0,0,362.0
1209,2020-05-10,Himachal Pradesh,38,2,50,10791.0,10343,55.0
2471,2020-05-10,Chandigarh,24,2,169,2142.0,1947,173.0
1324,2020-05-10,Jammu and Kashmir,368,9,836,47080.0,46291,861.0
3479,2020-05-10,Telengana,750,30,1163,0.0,0,0.0
1914,2020-05-10,Assam,34,2,63,18002.0,16236,62.0
2938,2020-05-10,Bihar,322,5,591,32670.0,0,653.0
2035,2020-05-10,Goa,7,0,7,4848.0,0,7.0
3255,2020-05-10,Gujarat,2091,472,7796,113493.0,105298,8195.0
546,2020-05-10,Rajasthan,2026,106,3708,166424.0,158830,3814.0
2223,2020-05-10,Uttar Pradesh,1499,74,3373,129955.0,125696,3467.0
3254,2020-05-10,Delhi,2020,73,6542,93810.0,0,6923.0
2026,2020-05-11,Goa,7,0,7,5307.0,0,7.0
3707,2020-05-11,Punjab,166,31,1823,42306.0,37993,1877.0
2199,2020-05-11,Arunachal Pradesh,1,0,1,2078.0,1538,2.0
4158,2020-05-11,Chhattisgarh,49,0,59,0.0,0,0.0
3574,2020-05-11,West Bengal,417,185,1939,47615.0,0,2063.0
3881,2020-05-11,Delhi,2069,73,6923,97678.0,0,7233.0
3004,2020-05-11,Jharkhand,78,3,157,21201.0,21041,160.0
2428,2020-05-11,Uttar Pradesh,1653,74,3467,135760.0,131293,3573.0
2685,2020-05-11,Gujarat,2545,493,8194,116470.0,107929,8541.0
3301,2020-05-11,Jammu and Kashmir,383,9,861,51334.0,50455,879.0
3939,2020-05-11,Meghalaya,10,1,13,2480.0,2342,13.0
3681,2020-05-11,Rajasthan,2176,107,3814,176130.0,168546,3988.0
1974,2020-05-11,Uttarakhand,46,1,68,9915.0,9151,68.0
2347,2020-05-11,Telengana,750,30,1196,0.0,0,0.0
2287,2020-05-11,Dadar Nagar Haveli,0,0,1,0.0,0,0.0
3081,2020-05-11,Bihar,365,6,696,34662.0,0,714.0
4078,2020-05-11,Ladakh,21,0,42,0.0,0,0.0
4255,2020-05-11,Himachal Pradesh,39,2,55,11267.0,11016,59.0
1917,2020-05-11,Karnataka,424,31,848,111595.0,106467,862.0
2398,2020-05-11,Assam,34,2,63,19589.0,17813,64.0
4339,2020-05-11,Tamil Nadu,1959,47,7204,254899.0,245562,8002.0
4526,2020-05-11,Madhya Pradesh,1676,215,3614,76039.0,69187,3785.0
4524,2020-05-11,Odisha,68,3,377,63478.0,0,414.0
3186,2020-05-11,Chandigarh,24,2,169,2177.0,1978,173.0
186,2020-05-11,Haryana,300,10,703,59735.0,53697,730.0
2553,2020-05-11,Maharashtra,4199,832,22171,218914.0,193457,23401.0
871,2020-05-11,Manipur,2,0,2,1337.0,0,2.0
1302,2020-05-11,Puducherry,6,0,9,4486.0,4416,17.0
964,2020-05-11,Tripura,2,0,150,9596.0,9442,154.0
1661,2020-05-11,Andhra Pradesh,925,45,1980,181144.0,179126,2018.0
1028,2020-05-11,Andaman and Nicobar Islands,33,0,33,0.0,0,0.0
878,2020-05-11,Kerala,489,4,512,41700.0,40889,512.0
1655,2020-05-11,Mizoram,1,0,1,206.0,0,1.0
1719,2020-05-12,Meghalaya,10,1,13,0.0,0,0.0
4491,2020-05-12,Delhi,2129,73,7233,106109.0,0,7639.0
1860,2020-05-12,Rajasthan,2264,113,3988,185610.0,0,4126.0
1893,2020-05-12,Punjab,168,31,1877,43999.0,39060,1914.0
2279,2020-05-12,Maharashtra,4786,868,23401,222284.0,196165,23401.0
1141,2020-05-12,Himachal Pradesh,39,2,59,12224.0,11846,66.0
2263,2020-05-12,Assam,34,2,65,21791.0,19211,64.0
1158,2020-05-12,Uttarakhand,46,1,68,10471.0,9390,68.0
2998,2020-05-12,Uttar Pradesh,1758,80,3573,140166.0,135754,3664.0
3234,2020-05-12,Manipur,2,0,2,0.0,0,0.0
4604,2020-05-12,Tamil Nadu,2051,53,8002,266687.0,256720,8718.0
2560,2020-05-12,Bihar,377,6,747,37430.0,0,796.0
438,2020-05-12,Andaman and Nicobar Islands,33,0,33,0.0,0,0.0
3147,2020-05-12,Andhra Pradesh,975,45,2018,191874.0,189823,2051.0
1325,2020-05-12,Arunachal Pradesh,1,0,1,2257.0,1798,2.0
540,2020-05-12,Karnataka,426,31,862,116533.0,111264,925.0
4460,2020-05-12,Jharkhand,78,3,160,22815.0,22651,164.0
2259,2020-05-12,Chandigarh,24,2,174,2276.0,2069,187.0
2076,2020-05-12,Goa,7,0,7,0.0,0,0.0
2186,2020-05-12,Telengana,800,30,1275,0.0,0,0.0
4596,2020-05-12,West Bengal,499,190,2063,52622.0,0,2173.0
2797,2020-05-12,Madhya Pradesh,1747,221,3785,80885.0,73761,3986.0
4390,2020-05-12,Mizoram,1,0,1,224.0,0,1.0
1612,2020-05-12,Puducherry,6,0,12,0.0,0,0.0
136,2020-05-12,Ladakh,21,0,42,0.0,0,0.0
4564,2020-05-12,Kerala,489,4,519,42461.0,41621,524.0
4109,2020-05-12,Haryana,337,11,730,62377.0,56440,780.0
1126,2020-05-12,Dadar Nagar Haveli,0,0,1,0.0,0,0.0
2481,2020-05-12,Tripura,2,0,152,10344.0,10189,155.0
422,2020-05-12,Gujarat,2780,513,8541,119536.0,110633,8903.0
319,2020-05-12,Odisha,85,3,414,68057.0,0,437.0
1913,2020-05-12,Chhattisgarh,53,0,59,27339.0,25741,59.0
872,2020-05-12,Jammu and Kashmir,427,10,879,53726.0,52792,934.0
1292,2020-05-13,Puducherry,9,1,13,4919.0,4832,18.0
3369,2020-05-13,Chandigarh,28,3,187,2420.0,2206,189.0
1775,2020-05-13,Goa,7,0,7,0.0,0,0.0
1960,2020-05-13,Chhattisgarh,54,0,59,28837.0,27012,59.0
1125,2020-05-13,Punjab,171,32,1914,46026.0,40637,1924.0
2807,2020-05-13,Meghalaya,10,1,13,0.0,0,0.0
4474,2020-05-13,Kerala,489,4,524,43648.0,42574,534.0
1690,2020-05-13,Karnataka,433,31,925,121178.0,119420,959.0
2830,2020-05-13,Uttarakhand,46,1,69,10792.0,9750,70.0
2107,2020-05-13,Odisha,116,3,437,72756.0,0,538.0
2766,2020-05-13,Uttar Pradesh,1873,82,3664,145637.0,141068,3578.0
2682,2020-05-13,West Bengal,612,198,2173,57632.0,0,2290.0
4286,2020-05-13,Gujarat,3246,537,8903,122297.0,113029,9268.0
163,2020-05-13,Mizoram,1,0,1,224.0,0,1.0
1064,2020-05-13,Dadar Nagar Haveli,0,0,1,0.0,0,0.0
2084,2020-05-13,Ladakh,21,0,42,3683.0,3353,43.0
4129,2020-05-13,Madhya Pradesh,1860,225,3986,85903.0,77738,4173.0
262,2020-05-13,Tripura,2,0,154,11146.0,10991,155.0
3302,2020-05-13,Jharkhand,79,3,172,25769.0,25592,177.0
926,2020-05-13,Telengana,830,32,1326,0.0,0,0.0
1360,2020-05-13,Jammu and Kashmir,455,10,934,57111.0,56140,971.0
2935,2020-05-13,Himachal Pradesh,39,2,65,13190.0,12867,67.0
3581,2020-05-13,Arunachal Pradesh,1,0,1,2483.0,1902,2.0
1364,2020-05-13,Haryana,342,11,780,65785.0,59890,793.0
4024,2020-05-13,Andaman and Nicobar Islands,33,0,33,0.0,0,0.0
2275,2020-05-13,Tamil Nadu,2134,61,8718,279467.0,269758,9227.0
2252,2020-05-13,Delhi,2512,86,7639,113345.0,0,7998.0
3820,2020-05-13,Rajasthan,2378,117,4126,194683.0,186125,4328.0
4065,2020-05-13,Andhra Pradesh,1056,46,2090,201196.0,199059,2137.0
2417,2020-05-13,Bihar,383,6,831,39149.0,0,909.0
3284,2020-05-13,Manipur,2,0,2,1706.0,0,2.0
1358,2020-05-13,Assam,39,2,65,0.0,0,0.0
729,2020-05-13,Maharashtra,5125,921,24427,231061.0,203536,24427.0
3187,2020-05-14,Himachal Pradesh,39,2,66,14256.0,13307,70.0
2867,2020-05-14,Maharashtra,5547,975,25922,240482.0,211082,25922.0
1182,2020-05-14,Odisha,143,3,538,77150.0,0,611.0
2505,2020-05-14,Telengana,940,34,1367,0.0,0,0.0
2400,2020-05-14,Uttar Pradesh,1902,83,3729,153139.0,147755,3902.0
1942,2020-05-14,Rajasthan,2459,121,4328,204243.0,197269,4534.0
3580,2020-05-14,Andaman and Nicobar Islands,33,0,33,0.0,0,0.0
2395,2020-05-14,Andhra Pradesh,1142,47,2137,210452.0,208247,2100.0
4588,2020-05-14,Meghalaya,10,1,13,0.0,0,0.0
455,2020-05-14,Uttarakhand,46,1,72,11294.0,10157,75.0
